Sample in Buffer,Sample in Window,TRIGGER,u_dac_/conf[15:0],u_dac_/z_sync[2:0],u_dac_/cnt_delay[15:0],u_dac_/dac_cnt[12:0],u_dac_/dac_ram_addr[12:0],u_dac_/dac_ram_odata[15:0],u_dac_/tt_odat[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
478,478,0,0000,0,0000,0eb9,0eb9,0000,0000
479,479,0,0000,0,0000,0eba,0eba,0000,0000
480,480,0,0000,0,0000,0ebb,0ebb,0000,0000
481,481,0,0000,0,0000,0ebc,0ebc,0000,0000
482,482,0,0000,0,0000,0ebd,0ebd,0000,0000
483,483,0,0000,0,0000,0ebe,0ebe,0000,0000
484,484,0,0000,0,0000,0ebf,0ebf,0000,0000
485,485,0,0000,0,0000,0ec0,0ec0,0000,0000
486,486,0,0000,0,0000,0ec1,0ec1,0000,0000
487,487,0,0000,0,0000,0ec2,0ec2,0000,0000
488,488,0,0000,0,0000,0ec3,0ec3,0000,0000
489,489,0,0000,0,0000,0ec4,0ec4,0000,0000
490,490,0,0000,0,0000,0ec5,0ec5,0000,0000
491,491,0,0000,0,0000,0ec6,0ec6,0000,0000
492,492,0,0000,0,0000,0ec7,0ec7,0000,0000
493,493,0,0000,0,0000,0ec8,0ec8,0000,0000
494,494,0,0000,0,0000,0ec9,0ec9,0000,0000
495,495,0,0000,0,0000,0eca,0eca,0000,0000
496,496,0,0000,0,0000,0ecb,0ecb,0000,0000
497,497,0,0000,0,0000,0ecc,0ecc,0000,0000
498,498,0,0000,0,0000,0ecd,0ecd,0000,0000
499,499,0,0000,0,0000,0ece,0ece,0000,0000
500,500,0,0000,0,0000,0ecf,0ecf,0000,0000
501,501,0,0000,0,0000,0ed0,0ed0,0000,0000
502,502,0,0000,0,0000,0ed1,0ed1,0000,0000
503,503,0,0000,0,0000,0ed2,0ed2,0000,0000
504,504,0,0000,0,0000,0ed3,0ed3,0000,0000
505,505,0,0000,0,0000,0ed4,0ed4,0000,0000
506,506,0,0000,0,0000,0ed5,0ed5,0000,0000
507,507,0,0000,0,0000,0ed6,0ed6,0000,0000
508,508,0,0000,0,0000,0ed7,0ed7,0000,0000
509,509,0,0000,0,0000,0ed8,0ed8,0000,0000
510,510,0,0000,0,0000,0ed9,0ed9,0000,0000
511,511,0,0000,0,0000,0eda,0eda,0000,0000
512,512,0,0000,0,0000,0edb,0edb,0000,0000
513,513,0,0000,0,0000,0edc,0edc,0000,0000
514,514,0,0000,0,0000,0edd,0edd,0000,0000
515,515,0,0000,0,0000,0ede,0ede,0000,0000
516,516,0,0000,0,0000,0edf,0edf,0000,0000
517,517,0,0000,0,0000,0ee0,0ee0,0000,0000
518,518,0,0000,0,0000,0ee1,0ee1,0000,0000
519,519,0,0000,0,0000,0ee2,0ee2,0000,0000
520,520,0,0000,0,0000,0ee3,0ee3,0000,0000
521,521,0,0000,0,0000,0ee4,0ee4,0000,0000
522,522,0,0000,0,0000,0ee5,0ee5,0000,0000
523,523,0,0000,0,0000,0ee6,0ee6,0000,0000
524,524,0,0000,0,0000,0ee7,0ee7,0000,0000
525,525,0,0000,0,0000,0ee8,0ee8,0000,0000
526,526,0,0000,0,0000,0ee9,0ee9,0000,0000
527,527,0,0000,0,0000,0eea,0eea,0000,0000
528,528,0,0000,0,0000,0eeb,0eeb,0000,0000
529,529,0,0000,0,0000,0eec,0eec,0000,0000
530,530,0,0000,0,0000,0eed,0eed,0000,0000
531,531,0,0000,0,0000,0eee,0eee,0000,0000
532,532,0,0000,0,0000,0eef,0eef,0000,0000
533,533,0,0000,0,0000,0ef0,0ef0,0000,0000
534,534,0,0000,0,0000,0ef1,0ef1,0000,0000
535,535,0,0000,0,0000,0ef2,0ef2,0000,0000
536,536,0,0000,0,0000,0ef3,0ef3,0000,0000
537,537,0,0000,0,0000,0ef4,0ef4,0000,0000
538,538,0,0000,0,0000,0ef5,0ef5,0000,0000
539,539,0,0000,0,0000,0ef6,0ef6,0000,0000
540,540,0,0000,0,0000,0ef7,0ef7,0000,0000
541,541,0,0000,0,0000,0ef8,0ef8,0000,0000
542,542,0,0000,0,0000,0ef9,0ef9,0000,0000
543,543,0,0000,0,0000,0efa,0efa,0000,0000
544,544,0,0000,0,0000,0efb,0efb,0000,0000
545,545,0,0000,0,0000,0efc,0efc,0000,0000
546,546,0,0000,0,0000,0efd,0efd,0000,0000
547,547,0,0000,0,0000,0efe,0efe,0000,0000
548,548,0,0000,0,0000,0eff,0eff,0000,0000
549,549,0,0000,0,0000,0f00,0f00,0000,0000
550,550,0,0000,0,0000,0f01,0f01,0000,0000
551,551,0,0000,0,0000,0f02,0f02,0000,0000
552,552,0,0000,0,0000,0f03,0f03,0000,0000
553,553,0,0000,0,0000,0f04,0f04,0000,0000
554,554,0,0000,0,0000,0f05,0f05,0000,0000
555,555,0,0000,0,0000,0f06,0f06,0000,0000
556,556,0,0000,0,0000,0f07,0f07,0000,0000
557,557,0,0000,0,0000,0f08,0f08,0000,0000
558,558,0,0000,0,0000,0f09,0f09,0000,0000
559,559,0,0000,0,0000,0f0a,0f0a,0000,0000
560,560,0,0000,0,0000,0f0b,0f0b,0000,0000
561,561,0,0000,0,0000,0f0c,0f0c,0000,0000
562,562,0,0000,0,0000,0f0d,0f0d,0000,0000
563,563,0,0000,0,0000,0f0e,0f0e,0000,0000
564,564,0,0000,0,0000,0f0f,0f0f,0000,0000
565,565,0,0000,0,0000,0f10,0f10,0000,0000
566,566,0,0000,0,0000,0f11,0f11,0000,0000
567,567,0,0000,0,0000,0f12,0f12,0000,0000
568,568,0,0000,0,0000,0f13,0f13,0000,0000
569,569,0,0000,0,0000,0f14,0f14,0000,0000
570,570,0,0000,0,0000,0f15,0f15,0000,0000
571,571,0,0000,0,0000,0f16,0f16,0000,0000
572,572,0,0000,0,0000,0f17,0f17,0000,0000
573,573,0,0000,0,0000,0f18,0f18,0000,0000
574,574,0,0000,0,0000,0f19,0f19,0000,0000
575,575,0,0000,0,0000,0f1a,0f1a,0000,0000
576,576,0,0000,0,0000,0f1b,0f1b,0000,0000
577,577,0,0000,0,0000,0f1c,0f1c,0000,0000
578,578,0,0000,0,0000,0f1d,0f1d,0000,0000
579,579,0,0000,0,0000,0f1e,0f1e,0000,0000
580,580,0,0000,0,0000,0f1f,0f1f,0000,0000
581,581,0,0000,0,0000,0f20,0f20,0000,0000
582,582,0,0000,0,0000,0f21,0f21,0000,0000
583,583,0,0000,0,0000,0f22,0f22,0000,0000
584,584,0,0000,0,0000,0f23,0f23,0000,0000
585,585,0,0000,0,0000,0f24,0f24,0000,0000
586,586,0,0000,0,0000,0f25,0f25,0000,0000
587,587,0,0000,0,0000,0f26,0f26,0000,0000
588,588,0,0000,0,0000,0f27,0f27,0000,0000
589,589,0,0000,0,0000,0f28,0f28,0000,0000
590,590,0,0000,0,0000,0f29,0f29,0000,0000
591,591,0,0000,0,0000,0f2a,0f2a,0000,0000
592,592,0,0000,0,0000,0f2b,0f2b,0000,0000
593,593,0,0000,0,0000,0f2c,0f2c,0000,0000
594,594,0,0000,0,0000,0f2d,0f2d,0000,0000
595,595,0,0000,0,0000,0f2e,0f2e,0000,0000
596,596,0,0000,0,0000,0f2f,0f2f,0000,0000
597,597,0,0000,0,0000,0f30,0f30,0000,0000
598,598,0,0000,0,0000,0f31,0f31,0000,0000
599,599,0,0000,0,0000,0f32,0f32,0000,0000
600,600,0,0000,0,0000,0f33,0f33,0000,0000
601,601,0,0000,0,0000,0f34,0f34,0000,0000
602,602,0,0000,0,0000,0f35,0f35,0000,0000
603,603,0,0000,0,0000,0f36,0f36,0000,0000
604,604,0,0000,0,0000,0f37,0f37,0000,0000
605,605,0,0000,0,0000,0f38,0f38,0000,0000
606,606,0,0000,0,0000,0f39,0f39,0000,0000
607,607,0,0000,0,0000,0f3a,0f3a,0000,0000
608,608,0,0000,0,0000,0f3b,0f3b,0000,0000
609,609,0,0000,0,0000,0f3c,0f3c,0000,0000
610,610,0,0000,0,0000,0f3d,0f3d,0000,0000
611,611,0,0000,0,0000,0f3e,0f3e,0000,0000
612,612,0,0000,0,0000,0f3f,0f3f,0000,0000
613,613,0,0000,0,0000,0f40,0f40,0000,0000
614,614,0,0000,0,0000,0f41,0f41,0000,0000
615,615,0,0000,0,0000,0f42,0f42,0000,0000
616,616,0,0000,0,0000,0f43,0f43,0000,0000
617,617,0,0000,0,0000,0f44,0f44,0000,0000
618,618,0,0000,0,0000,0f45,0f45,0000,0000
619,619,0,0000,0,0000,0f46,0f46,0000,0000
620,620,0,0000,0,0000,0f47,0f47,0000,0000
621,621,0,0000,0,0000,0f48,0f48,0000,0000
622,622,0,0000,0,0000,0f49,0f49,0000,0000
623,623,0,0000,0,0000,0f4a,0f4a,0000,0000
624,624,0,0000,0,0000,0f4b,0f4b,0000,0000
625,625,0,0000,0,0000,0f4c,0f4c,0000,0000
626,626,0,0000,0,0000,0f4d,0f4d,0000,0000
627,627,0,0000,0,0000,0f4e,0f4e,0000,0000
628,628,0,0000,0,0000,0f4f,0f4f,0000,0000
629,629,0,0000,0,0000,0f50,0f50,0000,0000
630,630,0,0000,0,0000,0f51,0f51,0000,0000
631,631,0,0000,0,0000,0f52,0f52,0000,0000
632,632,0,0000,0,0000,0f53,0f53,0000,0000
633,633,0,0000,0,0000,0f54,0f54,0000,0000
634,634,0,0000,0,0000,0f55,0f55,0000,0000
635,635,0,0000,0,0000,0f56,0f56,0000,0000
636,636,0,0000,0,0000,0f57,0f57,0000,0000
637,637,0,0000,0,0000,0f58,0f58,0000,0000
638,638,0,0000,0,0000,0f59,0f59,0000,0000
639,639,0,0000,0,0000,0f5a,0f5a,0000,0000
640,640,0,0000,0,0000,0f5b,0f5b,0000,0000
641,641,0,0000,0,0000,0f5c,0f5c,0000,0000
642,642,0,0000,0,0000,0f5d,0f5d,0000,0000
643,643,0,0000,0,0000,0f5e,0f5e,0000,0000
644,644,0,0000,0,0000,0f5f,0f5f,0000,0000
645,645,0,0000,0,0000,0f60,0f60,0000,0000
646,646,0,0000,0,0000,0f61,0f61,0000,0000
647,647,0,0000,0,0000,0f62,0f62,0000,0000
648,648,0,0000,0,0000,0f63,0f63,0000,0000
649,649,0,0000,0,0000,0f64,0f64,0000,0000
650,650,0,0000,0,0000,0f65,0f65,0000,0000
651,651,0,0000,0,0000,0f66,0f66,0000,0000
652,652,0,0000,0,0000,0f67,0f67,0000,0000
653,653,0,0000,0,0000,0f68,0f68,0000,0000
654,654,0,0000,0,0000,0f69,0f69,0000,0000
655,655,0,0000,0,0000,0f6a,0f6a,0000,0000
656,656,0,0000,0,0000,0f6b,0f6b,0000,0000
657,657,0,0000,0,0000,0f6c,0f6c,0000,0000
658,658,0,0000,0,0000,0f6d,0f6d,0000,0000
659,659,0,0000,0,0000,0f6e,0f6e,0000,0000
660,660,0,0000,0,0000,0f6f,0f6f,0000,0000
661,661,0,0000,0,0000,0f70,0f70,0000,0000
662,662,0,0000,0,0000,0f71,0f71,0000,0000
663,663,0,0000,0,0000,0f72,0f72,0000,0000
664,664,0,0000,0,0000,0f73,0f73,0000,0000
665,665,0,0000,0,0000,0f74,0f74,0000,0000
666,666,0,0000,0,0000,0f75,0f75,0000,0000
667,667,0,0000,0,0000,0f76,0f76,0000,0000
668,668,0,0000,0,0000,0f77,0f77,0000,0000
669,669,0,0000,0,0000,0f78,0f78,0000,0000
670,670,0,0000,0,0000,0f79,0f79,0000,0000
671,671,0,0000,0,0000,0f7a,0f7a,0000,0000
672,672,0,0000,0,0000,0f7b,0f7b,0000,0000
673,673,0,0000,0,0000,0f7c,0f7c,0000,0000
674,674,0,0000,0,0000,0f7d,0f7d,0000,0000
675,675,0,0000,0,0000,0f7e,0f7e,0000,0000
676,676,0,0000,0,0000,0f7f,0f7f,0000,0000
677,677,0,0000,0,0000,0f80,0f80,0000,0000
678,678,0,0000,0,0000,0f81,0f81,0000,0000
679,679,0,0000,0,0000,0f82,0f82,0000,0000
680,680,0,0000,0,0000,0f83,0f83,0000,0000
681,681,0,0000,0,0000,0f84,0f84,0000,0000
682,682,0,0000,0,0000,0f85,0f85,0000,0000
683,683,0,0000,0,0000,0f86,0f86,0000,0000
684,684,0,0000,0,0000,0f87,0f87,0000,0000
685,685,0,0000,0,0000,0f88,0f88,0000,0000
686,686,0,0000,0,0000,0f89,0f89,0000,0000
687,687,0,0000,0,0000,0f8a,0f8a,0000,0000
688,688,0,0000,0,0000,0f8b,0f8b,0000,0000
689,689,0,0000,0,0000,0f8c,0f8c,0000,0000
690,690,0,0000,0,0000,0f8d,0f8d,0000,0000
691,691,0,0000,0,0000,0f8e,0f8e,0000,0000
692,692,0,0000,0,0000,0f8f,0f8f,0000,0000
693,693,0,0000,0,0000,0f90,0f90,0000,0000
694,694,0,0000,0,0000,0f91,0f91,0000,0000
695,695,0,0000,0,0000,0f92,0f92,0000,0000
696,696,0,0000,0,0000,0f93,0f93,0000,0000
697,697,0,0000,0,0000,0f94,0f94,0000,0000
698,698,0,0000,0,0000,0f95,0f95,0000,0000
699,699,0,0000,0,0000,0f96,0f96,0000,0000
700,700,0,0000,0,0000,0f97,0f97,0000,0000
701,701,0,0000,0,0000,0f98,0f98,0000,0000
702,702,0,0000,0,0000,0f99,0f99,0000,0000
703,703,0,0000,0,0000,0f9a,0f9a,0000,0000
704,704,0,0000,0,0000,0f9b,0f9b,0000,0000
705,705,0,0000,0,0000,0f9c,0f9c,0000,0000
706,706,0,0000,0,0000,0f9d,0f9d,0000,0000
707,707,0,0000,0,0000,0f9e,0f9e,0000,0000
708,708,0,0000,0,0000,0f9f,0f9f,0000,0000
709,709,0,0000,0,0000,0fa0,0fa0,0000,0000
710,710,0,0000,0,0000,0fa1,0fa1,0000,0000
711,711,0,0000,0,0000,0fa2,0fa2,0000,0000
712,712,0,0000,0,0000,0fa3,0fa3,0000,0000
713,713,0,0000,0,0000,0fa4,0fa4,0000,0000
714,714,0,0000,0,0000,0fa5,0fa5,0000,0000
715,715,0,0000,0,0000,0fa6,0fa6,0000,0000
716,716,0,0000,0,0000,0fa7,0fa7,0000,0000
717,717,0,0000,0,0000,0fa8,0fa8,0000,0000
718,718,0,0000,0,0000,0fa9,0fa9,0000,0000
719,719,0,0000,0,0000,0faa,0faa,0000,0000
720,720,0,0000,0,0000,0fab,0fab,0000,0000
721,721,0,0000,0,0000,0fac,0fac,0000,0000
722,722,0,0000,0,0000,0fad,0fad,0000,0000
723,723,0,0000,0,0000,0fae,0fae,0000,0000
724,724,0,0000,0,0000,0faf,0faf,0000,0000
725,725,0,0000,0,0000,0fb0,0fb0,0000,0000
726,726,0,0000,0,0000,0fb1,0fb1,0000,0000
727,727,0,0000,0,0000,0fb2,0fb2,0000,0000
728,728,0,0000,0,0000,0fb3,0fb3,0000,0000
729,729,0,0000,0,0000,0fb4,0fb4,0000,0000
730,730,0,0000,0,0000,0fb5,0fb5,0000,0000
731,731,0,0000,0,0000,0fb6,0fb6,0000,0000
732,732,0,0000,0,0000,0fb7,0fb7,0000,0000
733,733,0,0000,0,0000,0fb8,0fb8,0000,0000
734,734,0,0000,0,0000,0fb9,0fb9,0000,0000
735,735,0,0000,0,0000,0fba,0fba,0000,0000
736,736,0,0000,0,0000,0fbb,0fbb,0000,0000
737,737,0,0000,0,0000,0fbc,0fbc,0000,0000
738,738,0,0000,0,0000,0fbd,0fbd,0000,0000
739,739,0,0000,0,0000,0fbe,0fbe,0000,0000
740,740,0,0000,0,0000,0fbf,0fbf,0000,0000
741,741,0,0000,0,0000,0fc0,0fc0,0000,0000
742,742,0,0000,0,0000,0fc1,0fc1,0000,0000
743,743,0,0000,0,0000,0fc2,0fc2,0000,0000
744,744,0,0000,0,0000,0fc3,0fc3,0000,0000
745,745,0,0000,0,0000,0fc4,0fc4,0000,0000
746,746,0,0000,0,0000,0fc5,0fc5,0000,0000
747,747,0,0000,0,0000,0fc6,0fc6,0000,0000
748,748,0,0000,0,0000,0fc7,0fc7,0000,0000
749,749,0,0000,0,0000,0fc8,0fc8,0000,0000
750,750,0,0000,0,0000,0fc9,0fc9,0000,0000
751,751,0,0000,0,0000,0fca,0fca,0000,0000
752,752,0,0000,0,0000,0fcb,0fcb,0000,0000
753,753,0,0000,0,0000,0fcc,0fcc,0000,0000
754,754,0,0000,0,0000,0fcd,0fcd,0000,0000
755,755,0,0000,0,0000,0fce,0fce,0000,0000
756,756,0,0000,0,0000,0fcf,0fcf,0000,0000
757,757,0,0000,0,0000,0fd0,0fd0,0000,0000
758,758,0,0000,0,0000,0fd1,0fd1,0000,0000
759,759,0,0000,0,0000,0fd2,0fd2,0000,0000
760,760,0,0000,0,0000,0fd3,0fd3,0000,0000
761,761,0,0000,0,0000,0fd4,0fd4,0000,0000
762,762,0,0000,0,0000,0fd5,0fd5,0000,0000
763,763,0,0000,0,0000,0fd6,0fd6,0000,0000
764,764,0,0000,0,0000,0fd7,0fd7,0000,0000
765,765,0,0000,0,0000,0fd8,0fd8,0000,0000
766,766,0,0000,0,0000,0fd9,0fd9,0000,0000
767,767,0,0000,0,0000,0fda,0fda,0000,0000
768,768,0,0000,0,0000,0fdb,0fdb,0000,0000
769,769,0,0000,0,0000,0fdc,0fdc,0000,0000
770,770,0,0000,0,0000,0fdd,0fdd,0000,0000
771,771,0,0000,0,0000,0fde,0fde,0000,0000
772,772,0,0000,0,0000,0fdf,0fdf,0000,0000
773,773,0,0000,0,0000,0fe0,0fe0,0000,0000
774,774,0,0000,0,0000,0fe1,0fe1,0000,0000
775,775,0,0000,0,0000,0fe2,0fe2,0000,0000
776,776,0,0000,0,0000,0fe3,0fe3,0000,0000
777,777,0,0000,0,0000,0fe4,0fe4,0000,0000
778,778,0,0000,0,0000,0fe5,0fe5,0000,0000
779,779,0,0000,0,0000,0fe6,0fe6,0000,0000
780,780,0,0000,0,0000,0fe7,0fe7,0000,0000
781,781,0,0000,0,0000,0fe8,0fe8,0000,0000
782,782,0,0000,0,0000,0fe9,0fe9,0000,0000
783,783,0,0000,0,0000,0fea,0fea,0000,0000
784,784,0,0000,0,0000,0feb,0feb,0000,0000
785,785,0,0000,0,0000,0fec,0fec,0000,0000
786,786,0,0000,0,0000,0fed,0fed,0000,0000
787,787,0,0000,0,0000,0fee,0fee,0000,0000
788,788,0,0000,0,0000,0fef,0fef,0000,0000
789,789,0,0000,0,0000,0ff0,0ff0,0000,0000
790,790,0,0000,0,0000,0ff1,0ff1,0000,0000
791,791,0,0000,0,0000,0ff2,0ff2,0000,0000
792,792,0,0000,0,0000,0ff3,0ff3,0000,0000
793,793,0,0000,0,0000,0ff4,0ff4,0000,0000
794,794,0,0000,0,0000,0ff5,0ff5,0000,0000
795,795,0,0000,0,0000,0ff6,0ff6,0000,0000
796,796,0,0000,0,0000,0ff7,0ff7,0000,0000
797,797,0,0000,0,0000,0ff8,0ff8,0000,0000
798,798,0,0000,0,0000,0ff9,0ff9,0000,0000
799,799,0,0000,0,0000,0ffa,0ffa,0000,0000
800,800,0,0000,0,0000,0ffb,0ffb,0000,0000
801,801,0,0000,0,0000,0ffc,0ffc,0000,0000
802,802,0,0000,0,0000,0ffd,0ffd,0000,0000
803,803,0,0000,0,0000,0ffe,0ffe,0000,0000
804,804,0,0000,0,0000,0fff,0fff,0000,0000
805,805,0,0000,0,0000,1000,1000,0000,0000
806,806,0,0000,0,0000,1001,1001,0000,0000
807,807,0,0000,0,0000,1002,1002,0000,0000
808,808,0,0000,0,0000,1003,1003,0000,0000
809,809,0,0000,0,0000,1004,1004,0000,0000
810,810,0,0000,0,0000,1005,1005,0000,0000
811,811,0,0000,0,0000,1006,1006,0000,0000
812,812,0,0000,0,0000,1007,1007,0000,0000
813,813,0,0000,0,0000,1008,1008,0000,0000
814,814,0,0000,0,0000,1009,1009,0000,0000
815,815,0,0000,0,0000,100a,100a,0000,0000
816,816,0,0000,0,0000,100b,100b,0000,0000
817,817,0,0000,0,0000,100c,100c,0000,0000
818,818,0,0000,0,0000,100d,100d,0000,0000
819,819,0,0000,0,0000,100e,100e,0000,0000
820,820,0,0000,0,0000,100f,100f,0000,0000
821,821,0,0000,0,0000,1010,1010,0000,0000
822,822,0,0000,0,0000,1011,1011,0000,0000
823,823,0,0000,0,0000,1012,1012,0000,0000
824,824,0,0000,0,0000,1013,1013,0000,0000
825,825,0,0000,0,0000,1014,1014,0000,0000
826,826,0,0000,0,0000,1015,1015,0000,0000
827,827,0,0000,0,0000,1016,1016,0000,0000
828,828,0,0000,0,0000,1017,1017,0000,0000
829,829,0,0000,0,0000,1018,1018,0000,0000
830,830,0,0000,0,0000,1019,1019,0000,0000
831,831,0,0000,0,0000,101a,101a,0000,0000
832,832,0,0000,0,0000,101b,101b,0000,0000
833,833,0,0000,0,0000,101c,101c,0000,0000
834,834,0,0000,0,0000,101d,101d,0000,0000
835,835,0,0000,0,0000,101e,101e,0000,0000
836,836,0,0000,0,0000,101f,101f,0000,0000
837,837,0,0000,0,0000,1020,1020,0000,0000
838,838,0,0000,0,0000,1021,1021,0000,0000
839,839,0,0000,0,0000,1022,1022,0000,0000
840,840,0,0000,0,0000,1023,1023,0000,0000
841,841,0,0000,0,0000,1024,1024,0000,0000
842,842,0,0000,0,0000,1025,1025,0000,0000
843,843,0,0000,0,0000,1026,1026,0000,0000
844,844,0,0000,0,0000,1027,1027,0000,0000
845,845,0,0000,0,0000,1028,1028,0000,0000
846,846,0,0000,0,0000,1029,1029,0000,0000
847,847,0,0000,0,0000,102a,102a,0000,0000
848,848,0,0000,0,0000,102b,102b,0000,0000
849,849,0,0000,0,0000,102c,102c,0000,0000
850,850,0,0000,0,0000,102d,102d,0000,0000
851,851,0,0000,0,0000,102e,102e,0000,0000
852,852,0,0000,0,0000,102f,102f,0000,0000
853,853,0,0000,0,0000,1030,1030,0000,0000
854,854,0,0000,0,0000,1031,1031,0000,0000
855,855,0,0000,0,0000,1032,1032,0000,0000
856,856,0,0000,0,0000,1033,1033,0000,0000
857,857,0,0000,0,0000,1034,1034,0000,0000
858,858,0,0000,0,0000,1035,1035,0000,0000
859,859,0,0000,0,0000,1036,1036,0000,0000
860,860,0,0000,0,0000,1037,1037,0000,0000
861,861,0,0000,0,0000,1038,1038,0000,0000
862,862,0,0000,0,0000,1039,1039,0000,0000
863,863,0,0000,0,0000,103a,103a,0000,0000
864,864,0,0000,0,0000,103b,103b,0000,0000
865,865,0,0000,0,0000,103c,103c,0000,0000
866,866,0,0000,0,0000,103d,103d,0000,0000
867,867,0,0000,0,0000,103e,103e,0000,0000
868,868,0,0000,0,0000,103f,103f,0000,0000
869,869,0,0000,0,0000,1040,1040,0000,0000
870,870,0,0000,0,0000,1041,1041,0000,0000
871,871,0,0000,0,0000,1042,1042,0000,0000
872,872,0,0000,0,0000,1043,1043,0000,0000
873,873,0,0000,0,0000,1044,1044,0000,0000
874,874,0,0000,0,0000,1045,1045,0000,0000
875,875,0,0000,0,0000,1046,1046,0000,0000
876,876,0,0000,0,0000,1047,1047,0000,0000
877,877,0,0000,0,0000,1048,1048,0000,0000
878,878,0,0000,0,0000,1049,1049,0000,0000
879,879,0,0000,0,0000,104a,104a,0000,0000
880,880,0,0000,0,0000,104b,104b,0000,0000
881,881,0,0000,0,0000,104c,104c,0000,0000
882,882,0,0000,0,0000,104d,104d,0000,0000
883,883,0,0000,0,0000,104e,104e,0000,0000
884,884,0,0000,0,0000,104f,104f,0000,0000
885,885,0,0000,0,0000,1050,1050,0000,0000
886,886,0,0000,0,0000,1051,1051,0000,0000
887,887,0,0000,0,0000,1052,1052,0000,0000
888,888,0,0000,0,0000,1053,1053,0000,0000
889,889,0,0000,0,0000,1054,1054,0000,0000
890,890,0,0000,0,0000,1055,1055,0000,0000
891,891,0,0000,0,0000,1056,1056,0000,0000
892,892,0,0000,0,0000,1057,1057,0000,0000
893,893,0,0000,0,0000,1058,1058,0000,0000
894,894,0,0000,0,0000,1059,1059,0000,0000
895,895,0,0000,0,0000,105a,105a,0000,0000
896,896,0,0000,0,0000,105b,105b,0000,0000
897,897,0,0000,0,0000,105c,105c,0000,0000
898,898,0,0000,0,0000,105d,105d,0000,0000
899,899,0,0000,0,0000,105e,105e,0000,0000
900,900,0,0000,0,0000,105f,105f,0000,0000
901,901,0,0000,0,0000,1060,1060,0000,0000
902,902,0,0000,0,0000,1061,1061,0000,0000
903,903,0,0000,0,0000,1062,1062,0000,0000
904,904,0,0000,0,0000,1063,1063,0000,0000
905,905,0,0000,0,0000,1064,1064,0000,0000
906,906,0,0000,0,0000,1065,1065,0000,0000
907,907,0,0000,0,0000,1066,1066,0000,0000
908,908,0,0000,0,0000,1067,1067,0000,0000
909,909,0,0000,0,0000,1068,1068,0000,0000
910,910,0,0000,0,0000,1069,1069,0000,0000
911,911,0,0000,0,0000,106a,106a,0000,0000
912,912,0,0000,0,0000,106b,106b,0000,0000
913,913,0,0000,0,0000,106c,106c,0000,0000
914,914,0,0000,0,0000,106d,106d,0000,0000
915,915,0,0000,0,0000,106e,106e,0000,0000
916,916,0,0000,0,0000,106f,106f,0000,0000
917,917,0,0000,0,0000,1070,1070,0000,0000
918,918,0,0000,0,0000,1071,1071,0000,0000
919,919,0,0000,0,0000,1072,1072,0000,0000
920,920,0,0000,0,0000,1073,1073,0000,0000
921,921,0,0000,0,0000,1074,1074,0000,0000
922,922,0,0000,0,0000,1075,1075,0000,0000
923,923,0,0000,0,0000,1076,1076,0000,0000
924,924,0,0000,0,0000,1077,1077,0000,0000
925,925,0,0000,0,0000,1078,1078,0000,0000
926,926,0,0000,0,0000,1079,1079,0000,0000
927,927,0,0000,0,0000,107a,107a,0000,0000
928,928,0,0000,0,0000,107b,107b,0000,0000
929,929,0,0000,0,0000,107c,107c,0000,0000
930,930,0,0000,0,0000,107d,107d,0000,0000
931,931,0,0000,0,0000,107e,107e,0000,0000
932,932,0,0000,0,0000,107f,107f,0000,0000
933,933,0,0000,0,0000,1080,1080,0000,0000
934,934,0,0000,0,0000,1081,1081,0000,0000
935,935,0,0000,0,0000,1082,1082,0000,0000
936,936,0,0000,0,0000,1083,1083,0000,0000
937,937,0,0000,0,0000,1084,1084,0000,0000
938,938,0,0000,0,0000,1085,1085,0000,0000
939,939,0,0000,0,0000,1086,1086,0000,0000
940,940,0,0000,0,0000,1087,1087,0000,0000
941,941,0,0000,0,0000,1088,1088,0000,0000
942,942,0,0000,0,0000,1089,1089,0000,0000
943,943,0,0000,0,0000,108a,108a,0000,0000
944,944,0,0000,0,0000,108b,108b,0000,0000
945,945,0,0000,0,0000,108c,108c,0000,0000
946,946,0,0000,0,0000,108d,108d,0000,0000
947,947,0,0000,0,0000,108e,108e,0000,0000
948,948,0,0000,0,0000,108f,108f,0000,0000
949,949,0,0000,0,0000,1090,1090,0000,0000
950,950,0,0000,0,0000,1091,1091,0000,0000
951,951,0,0000,0,0000,1092,1092,0000,0000
952,952,0,0000,0,0000,1093,1093,0000,0000
953,953,0,0000,0,0000,1094,1094,0000,0000
954,954,0,0000,0,0000,1095,1095,0000,0000
955,955,0,0000,0,0000,1096,1096,0000,0000
956,956,0,0000,0,0000,1097,1097,0000,0000
957,957,0,0000,0,0000,1098,1098,0000,0000
958,958,0,0000,0,0000,1099,1099,0000,0000
959,959,0,0000,0,0000,109a,109a,0000,0000
960,960,0,0000,0,0000,109b,109b,0000,0000
961,961,0,0000,0,0000,109c,109c,0000,0000
962,962,0,0000,0,0000,109d,109d,0000,0000
963,963,0,0000,0,0000,109e,109e,0000,0000
964,964,0,0000,0,0000,109f,109f,0000,0000
965,965,0,0000,0,0000,10a0,10a0,0000,0000
966,966,0,0000,0,0000,10a1,10a1,0000,0000
967,967,0,0000,0,0000,10a2,10a2,0000,0000
